Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Columbia_County,_Arkansas",,,,,,,,—,−8.5%,23.6%,41.2%,11.0%,7.9%,16.2%,−1.3%,9.2%,−3.5%,−8.2%,−1.7%,2.7%,−3.6%,−0.3%,−4.1%,,,,−4.5%,,Columbia County, Arkansas
"https://en.wikipedia.org/wiki/Conway_County,_Arkansas",,,,,—,194.5%,23.9%,86.9%,21.1%,57.2%,52.6%,1.6%,15.0%,−0.7%,−2.8%,−1.9%,−15.8%,−14.9%,8.9%,16.1%,−1.8%,6.2%,4.6%,,,,−2.0%,,Conway County, Arkansas
"https://en.wikipedia.org/wiki/Craighead_County,_Arkansas",,,,,,,,—,49.3%,53.7%,70.9%,62.2%,41.6%,35.9%,19.2%,5.5%,7.2%,−6.5%,10.1%,21.5%,9.0%,19.1%,17.4%,,,,14.4%,,Craighead County, Arkansas
"https://en.wikipedia.org/wiki/Crawford_County,_Arkansas",,,,,—,74.8%,86.6%,−1.4%,14.1%,64.6%,47.3%,−2.0%,12.6%,7.5%,−12.4%,6.1%,−5.0%,−6.2%,20.4%,43.7%,15.2%,25.3%,16.3%,,,,2.1%,,Crawford County, Arkansas
"https://en.wikipedia.org/wiki/Crittenden_County,_Arkansas",,,,,—,22.7%,69.6%,85.8%,−22.1%,145.8%,48.1%,4.2%,54.5%,30.6%,35.5%,6.9%,11.1%,0.8%,1.1%,2.9%,0.9%,1.9%,0.1%,,,,−5.8%,,Crittenden County, Arkansas
"https://en.wikipedia.org/wiki/Cross_County,_Arkansas",,,,,,,,,—,29.0%,52.3%,43.7%,27.1%,32.3%,38.5%,1.3%,−4.9%,−21.0%,1.2%,3.3%,−5.9%,1.6%,−8.5%,,,,−8.1%,,Cross County, Arkansas
"https://en.wikipedia.org/wiki/Dallas_County,_Arkansas",,,,,,,—,20.4%,−31.1%,14.0%,42.9%,23.9%,9.6%,14.3%,1.7%,−1.4%,−14.2%,−15.3%,−4.8%,4.9%,−8.6%,−4.2%,−11.9%,,,,−13.6%,,Dallas County, Arkansas
"https://en.wikipedia.org/wiki/Desha_County,_Arkansas",,,,,,—,82.2%,121.9%,−5.2%,46.5%,15.1%,11.5%,32.7%,32.9%,7.5%,24.5%,−7.4%,−17.4%,−9.7%,5.3%,−15.0%,−8.7%,−15.2%,,,,−12.7%,,Desha County, Arkansas
"https://en.wikipedia.org/wiki/Drew_County,_Arkansas",,,,,,,—,177.1%,9.7%,22.8%,41.9%,12.1%,12.9%,−0.6%,−8.7%,−0.5%,−9.4%,−15.3%,−0.4%,18.2%,−3.0%,7.8%,−1.1%,,,,−1.6%,,Drew County, Arkansas
"https://en.wikipedia.org/wiki/Faulkner_County,_Arkansas",,,,,,,,,,—,43.5%,13.3%,14.1%,16.8%,2.5%,−8.8%,−2.3%,−3.9%,29.9%,46.3%,29.9%,43.3%,31.6%,,,,11.3%,,Faulkner County, Arkansas
"https://en.wikipedia.org/wiki/Franklin_County,_Arkansas",,,,,,—,49.0%,83.7%,31.9%,55.3%,33.3%,−12.7%,18.6%,−6.2%,−18.6%,−0.5%,−21.2%,−17.4%,10.7%,30.1%,1.3%,19.3%,2.0%,,,,−2.3%,,Franklin County, Arkansas
"https://en.wikipedia.org/wiki/Fulton_County,_Arkansas",,,,,,,—,121.2%,20.4%,38.8%,63.5%,17.6%,−5.6%,−8.3%,−3.1%,−5.4%,−10.4%,−27.5%,15.7%,29.6%,0.6%,16.0%,5.2%,,,,1.9%,,Fulton County, Arkansas
"https://en.wikipedia.org/wiki/Garland_County,_Arkansas",,,,,,,,,,—,69.9%,22.5%,45.3%,−5.4%,39.7%,15.6%,13.1%,−0.9%,15.9%,30.3%,4.1%,20.0%,9.0%,,,,3.5%,,Garland County, Arkansas
"https://en.wikipedia.org/wiki/Grant_County,_Arkansas",,,,,,,,,—,56.9%,25.9%,−1.5%,22.9%,13.6%,−8.2%,6.5%,−13.9%,−8.1%,17.1%,34.0%,7.2%,18.0%,8.4%,,,,2.3%,,Grant County, Arkansas
"https://en.wikipedia.org/wiki/Greene_County,_Arkansas",,,,,,—,63.5%,125.3%,29.6%,−1.2%,72.6%,31.5%,40.5%,9.4%,0.1%,15.6%,−3.5%,−13.6%,−1.7%,24.1%,3.4%,17.4%,12.7%,,,,7.7%,,Greene County, Arkansas
"https://en.wikipedia.org/wiki/Hempstead_County,_Arkansas",,,,,—,95.9%,55.9%,82.3%,−1.6%,38.1%,19.9%,5.7%,17.4%,11.7%,−2.4%,6.2%,−23.5%,−21.6%,−1.8%,22.4%,−8.5%,9.1%,−4.1%,,,,−4.8%,,Hempstead County, Arkansas
"https://en.wikipedia.org/wiki/Hot_Spring_County,_Arkansas",,,,,—,316.4%,89.3%,56.1%,4.3%,32.3%,49.2%,9.9%,17.8%,18.4%,1.8%,4.5%,17.3%,−1.3%,0.3%,22.1%,−2.6%,16.2%,8.5%,,,,2.6%,,Hot Spring County, Arkansas
"https://en.wikipedia.org/wiki/Howard_County,_Arkansas",,,,,,,,,,—,39.0%,2.1%,20.0%,9.9%,−5.8%,−5.0%,−19.7%,−18.5%,4.9%,17.9%,0.8%,5.4%,−3.6%,,,,−4.3%,,Howard County, Arkansas
"https://en.wikipedia.org/wiki/Independence_County,_Arkansas",,,,,—,80.6%,111.7%,84.2%,1.8%,24.2%,21.4%,2.7%,9.8%,−3.2%,1.0%,5.9%,−8.4%,−14.6%,13.3%,32.7%,3.5%,9.7%,7.1%,,,,3.2%,,Independence County, Arkansas
"https://en.wikipedia.org/wiki/Izard_County,_Arkansas",,,,,—,76.9%,43.4%,124.6%,−5.7%,59.5%,20.1%,3.6%,7.8%,−4.7%,−7.2%,−0.3%,−22.4%,−32.0%,9.1%,45.9%,5.5%,16.6%,3.4%,,,,−0.5%,,Izard County, Arkansas
"https://en.wikipedia.org/wiki/Jackson_County,_Arkansas",,,,,—,362.5%,100.4%,240.0%,−30.7%,49.7%,39.6%,21.1%,27.8%,8.3%,9.8%,−5.4%,−1.9%,−11.8%,−10.5%,5.8%,−12.5%,−2.8%,−2.3%,,,,−7.1%,,Jackson County, Arkansas
"https://en.wikipedia.org/wiki/Jefferson_County,_Arkansas",,,,,—,232.4%,127.4%,156.6%,5.1%,42.3%,82.6%,0.2%,28.7%,14.4%,6.3%,1.5%,16.9%,7.0%,4.9%,6.3%,−5.8%,−1.4%,−8.1%,,,,−13.7%,,Jefferson County, Arkansas
"https://en.wikipedia.org/wiki/Johnson_County,_Arkansas",,,,,,—,52.3%,45.6%,20.2%,26.4%,44.9%,4.1%,12.9%,6.9%,−8.4%,−2.6%,−14.1%,−23.0%,9.7%,27.8%,4.6%,25.0%,12.1%,,,,4.1%,,Johnson County, Arkansas
"https://en.wikipedia.org/wiki/Lafayette_County,_Arkansas",,,,,—,194.1%,137.3%,62.1%,8.0%,−37.3%,34.4%,37.6%,29.7%,13.0%,9.1%,−0.5%,−21.6%,−16.5%,−9.2%,1.9%,−5.6%,−11.2%,−10.7%,,,,−13.4%,,Lafayette County, Arkansas
"https://en.wikipedia.org/wiki/Lawrence_County,_Arkansas",,,,,—,1.0%,86.0%,77.7%,−36.2%,46.8%,47.8%,27.0%,21.3%,10.5%,−2.0%,4.6%,−6.0%,−18.9%,−5.5%,13.0%,−5.4%,1.8%,−2.0%,,,,−5.8%,,Lawrence County, Arkansas
"https://en.wikipedia.org/wiki/Lee_County,_Arkansas",,,,,,,,,,—,42.1%,2.8%,25.0%,19.0%,−7.7%,0.6%,−9.3%,−13.7%,−10.1%,−17.7%,−16.0%,−3.6%,−17.1%,,,,−15.0%,,Lee County, Arkansas
"https://en.wikipedia.org/wiki/Lincoln_County,_Arkansas",,,,,,,,,,—,10.8%,30.6%,12.9%,24.2%,7.9%,−2.7%,−13.3%,−15.4%,−10.6%,3.5%,2.4%,5.9%,−2.5%,,,,−7.9%,,Lincoln County, Arkansas
"https://en.wikipedia.org/wiki/Little_River_County,_Arkansas",,,,,,,,,—,97.9%,39.0%,54.2%,−1.0%,19.9%,−4.8%,2.7%,−26.6%,−21.2%,21.5%,24.6%,0.1%,−2.4%,−3.4%,,,,−6.9%,,Little River County, Arkansas
"https://en.wikipedia.org/wiki/Logan_County,_Arkansas",,,,,,,,,,—,39.6%,−1.0%,28.1%,−1.8%,−6.8%,7.7%,−22.0%,−21.2%,5.2%,20.0%,2.1%,9.4%,−0.6%,,,,−4.0%,,Logan County, Arkansas
"https://en.wikipedia.org/wiki/Lonoke_County,_Arkansas",,,,,,,,,,—,58.6%,17.0%,24.1%,19.4%,1.1%,−11.7%,−8.5%,−10.0%,6.9%,31.5%,13.8%,34.5%,29.4%,,,,7.2%,,Lonoke County, Arkansas
"https://en.wikipedia.org/wiki/Madison_County,_Arkansas",,,,,,—,73.8%,60.5%,6.3%,39.2%,51.9%,14.1%,−19.2%,−7.1%,−10.6%,9.0%,−19.2%,−22.7%,4.2%,20.3%,2.2%,22.6%,10.3%,,,,5.5%,,Madison County, Arkansas
"https://en.wikipedia.org/wiki/Marion_County,_Arkansas",,,,,,—,74.2%,168.3%,−35.7%,98.7%,31.4%,9.5%,−10.3%,−0.5%,−12.6%,6.6%,−9.0%,−29.8%,15.9%,61.9%,5.9%,34.5%,3.2%,,,,0.2%,,Marion County, Arkansas
"https://en.wikipedia.org/wiki/Miller_County,_Arkansas",,,,,—,,,,,—,48.3%,19.3%,11.4%,22.8%,27.3%,4.2%,2.3%,−2.8%,5.4%,13.1%,1.9%,5.1%,7.5%,,,,−0.5%,,Miller County, Arkansas
"https://en.wikipedia.org/wiki/Mississippi_County,_Arkansas",,,,,,—,67.9%,64.5%,−6.7%,101.8%,58.7%,40.8%,86.0%,55.3%,46.4%,15.8%,2.7%,−14.8%,−11.6%,−4.1%,−3.3%,−9.6%,−10.6%,,,,−12.5%,,Mississippi County, Arkansas
"https://en.wikipedia.org/wiki/Monroe_County,_Arkansas",,,,,—,103.0%,118.9%,176.1%,47.4%,14.9%,60.2%,9.7%,18.4%,8.5%,−4.4%,2.3%,−7.5%,−11.3%,−9.6%,−10.3%,−19.3%,−9.5%,−20.5%,,,,−17.8%,,Monroe County, Arkansas
"https://en.wikipedia.org/wiki/Montgomery_County,_Arkansas",,,,,,,—,85.5%,−17.9%,92.0%,38.3%,19.2%,31.9%,−10.8%,−3.1%,−17.6%,−24.7%,−19.6%,8.4%,33.5%,0.9%,17.9%,2.6%,,,,−5.3%,,Montgomery County, Arkansas
"https://en.wikipedia.org/wiki/Nevada_County,_Arkansas",,,,,,,,,,—,14.5%,12.0%,16.5%,13.4%,−7.0%,−2.6%,−25.6%,−27.6%,−5.5%,9.8%,−9.0%,−1.4%,−9.6%,,,,−8.3%,,Nevada County, Arkansas
"https://en.wikipedia.org/wiki/Newton_County,_Arkansas",,,,,,,—,93.0%,28.9%,39.9%,62.6%,26.0%,−15.4%,5.5%,−5.7%,3.0%,−20.2%,−31.3%,−2.0%,32.7%,−1.2%,12.3%,−3.2%,,,,−6.9%,,Newton County, Arkansas
"https://en.wikipedia.org/wiki/Ouachita_County,_Arkansas",,,,,,,—,34.9%,0.3%,−9.4%,44.9%,22.7%,4.2%,−5.2%,44.8%,4.2%,6.1%,−4.3%,−2.4%,−1.1%,0.1%,−5.8%,−9.3%,,,,−10.5%,,Ouachita County, Arkansas
"https://en.wikipedia.org/wiki/Perry_County,_Arkansas",,,,,,,—,152.0%,8.9%,44.2%,43.0%,31.7%,28.9%,5.3%,−22.3%,9.1%,−28.8%,−17.6%,14.3%,29.0%,9.7%,28.1%,2.3%,,,,0.1%,,Perry County, Arkansas
"https://en.wikipedia.org/wiki/Phillips_County,_Arkansas",,,,,—,207.9%,95.5%,114.5%,3.3%,38.3%,19.2%,4.8%,26.3%,32.8%,−8.6%,13.0%,0.6%,−4.9%,−9.0%,−13.2%,−17.1%,−8.3%,−17.7%,,,,−18.3%,,Phillips County, Arkansas
"https://en.wikipedia.org/wiki/Pike_County,_Arkansas",,,,,,—,92.1%,116.3%,−5.9%,67.5%,34.5%,20.7%,22.0%,−1.3%,−4.9%,−0.1%,−14.9%,−21.6%,10.8%,19.1%,−2.8%,12.1%,−0.1%,,,,−5.1%,,Pike County, Arkansas
"https://en.wikipedia.org/wiki/Poinsett_County,_Arkansas",,,,,,—,74.8%,56.9%,−52.5%,27.4%,94.9%,64.4%,82.1%,63.0%,42.4%,26.9%,4.4%,−21.6%,−13.0%,0.8%,−8.8%,3.9%,−4.0%,,,,−4.3%,,Poinsett County, Arkansas
"https://en.wikipedia.org/wiki/Polk_County,_Arkansas",,,,,,,—,237.5%,−20.8%,73.5%,58.5%,97.7%,−6.2%,−4.7%,−9.5%,6.6%,−10.4%,−15.5%,11.0%,27.9%,2.0%,16.6%,2.1%,,,,−3.4%,,Polk County, Arkansas
"https://en.wikipedia.org/wiki/Pope_County,_Arkansas",,,,,—,92.2%,65.3%,67.4%,6.4%,70.8%,35.9%,11.6%,12.9%,10.7%,−2.2%,−3.3%,−9.3%,−9.1%,35.1%,36.4%,17.6%,18.7%,13.4%,,,,3.8%,,Pope County, Arkansas
"https://en.wikipedia.org/wiki/Prairie_County,_Arkansas",,,,,,,—,322.2%,−36.7%,50.5%,34.8%,4.4%,16.7%,25.9%,−13.0%,0.8%,−10.0%,−23.6%,−2.5%,−1.1%,−6.1%,0.2%,−8.6%,,,,−7.5%,,Prairie County, Arkansas
"https://en.wikipedia.org/wiki/Pulaski_County,_Arkansas",,,,,—,123.4%,5.7%,106.8%,174.1%,1.7%,45.1%,33.5%,37.3%,26.2%,25.8%,13.3%,26.0%,23.5%,18.2%,18.6%,2.7%,3.4%,5.9%,,,,2.4%,,Pulaski County, Arkansas
"https://en.wikipedia.org/wiki/Randolph_County,_Arkansas",,,,,,—,49.1%,91.2%,19.2%,57.0%,23.5%,18.4%,10.7%,−6.7%,−4.8%,8.6%,−12.8%,−21.7%,1.0%,33.1%,−1.6%,9.9%,−1.2%,,,,−0.1%,,Randolph County, Arkansas
"https://en.wikipedia.org/wiki/St._Francis_County,_Arkansas",,,,,—,66.0%,79.2%,93.6%,−22.6%,24.9%,61.4%,26.7%,31.4%,25.9%,17.6%,7.9%,2.2%,−9.6%,−7.5%,0.2%,−7.7%,2.9%,−3.7%,,,,−11.6%,,St. Francis County, Arkansas
"https://en.wikipedia.org/wiki/Saline_County,_Arkansas",,,,,,—,89.4%,70.1%,−41.1%,128.9%,26.3%,16.0%,26.9%,0.7%,−6.7%,22.4%,24.3%,21.6%,24.7%,47.2%,20.7%,30.1%,28.2%,,,,14.3%,,Saline County, Arkansas
"https://en.wikipedia.org/wiki/Scott_County,_Arkansas",,,,,,—,82.0%,66.9%,45.4%,22.6%,37.7%,4.3%,8.5%,−7.5%,−10.8%,12.7%,−24.4%,−27.4%,12.5%,18.0%,5.4%,7.8%,2.2%,,,,−8.5%,,Scott County, Arkansas
"https://en.wikipedia.org/wiki/Searcy_County,_Arkansas",,,,,,—,111.4%,166.3%,6.5%,29.6%,32.8%,24.0%,23.7%,−1.6%,−24.2%,8.0%,−12.7%,−22.1%,−4.8%,14.4%,−11.4%,5.4%,−0.8%,,,,−3.8%,,Searcy County, Arkansas
"https://en.wikipedia.org/wiki/Sebastian_County,_Arkansas",,,,,,,,—,40.1%,51.2%,69.7%,11.3%,41.5%,8.5%,−4.1%,15.4%,2.2%,3.9%,18.8%,20.1%,4.6%,15.5%,9.3%,,,,1.7%,,Sebastian County, Arkansas
"https://en.wikipedia.org/wiki/Sevier_County,_Arkansas",,,,,—,343.2%,50.9%,148.0%,−57.3%,37.8%,62.7%,62.2%,1.7%,10.1%,−10.6%,−6.8%,−19.4%,−17.4%,11.0%,24.7%,−3.0%,15.5%,8.3%,,,,−0.3%,,Sevier County, Arkansas
"https://en.wikipedia.org/wiki/Sharp_County,_Arkansas",,,,,,,,,—,67.5%,15.2%,17.1%,−4.2%,−4.8%,−3.7%,7.3%,−21.7%,−29.8%,30.3%,77.4%,−3.4%,21.3%,0.8%,,,,1.0%,,Sharp County, Arkansas
"https://en.wikipedia.org/wiki/Stone_County,_Arkansas",,,,,,,,,,—,38.4%,15.0%,10.4%,−1.9%,−9.0%,7.6%,−10.9%,−17.9%,8.6%,31.9%,8.3%,17.6%,7.8%,,,,0.9%,,Stone County, Arkansas
"https://en.wikipedia.org/wiki/Union_County,_Arkansas",,,,,—,351.4%,256.5%,19.3%,−14.0%,26.9%,11.6%,50.2%,36.6%,−3.4%,87.9%,−9.6%,−1.5%,−0.3%,−8.3%,6.9%,−3.8%,−2.3%,−8.7%,,,,−7.1%,,Union County, Arkansas
"https://en.wikipedia.org/wiki/Van_Buren_County,_Arkansas",,,,,,—,88.7%,87.0%,−4.7%,87.3%,−10.4%,31.0%,20.4%,1.2%,−12.5%,4.6%,−22.6%,−25.4%,14.5%,61.4%,4.9%,15.6%,6.8%,,,,−4.3%,,Van Buren County, Arkansas
"https://en.wikipedia.org/wiki/Washington_County,_Arkansas",,,,,—,227.6%,39.5%,47.2%,17.7%,38.1%,34.3%,7.0%,−1.1%,4.7%,10.7%,4.7%,21.6%,11.6%,38.7%,29.9%,12.9%,39.1%,28.8%,,,,17.8%,,Washington County, Arkansas
"https://en.wikipedia.org/wiki/White_County,_Arkansas",,,,,,—,181.9%,217.5%,24.4%,72.0%,29.0%,8.4%,14.9%,21.1%,10.6%,−2.9%,2.3%,−13.9%,19.9%,29.5%,7.6%,22.8%,14.8%,,,,2.2%,,White County, Arkansas
"https://en.wikipedia.org/wiki/Woodruff_County,_Arkansas",,,,,,,,,—,25.5%,62.0%,16.4%,23.0%,7.5%,5.3%,−2.4%,−14.3%,−26.4%,−17.1%,−3.0%,−15.2%,−8.2%,−16.9%,,,,−12.9%,,Woodruff County, Arkansas
"https://en.wikipedia.org/wiki/Yell_County,_Arkansas",,,,,,,—,89.6%,27.1%,72.1%,30.1%,26.3%,15.7%,−2.5%,−16.9%,−1.6%,−33.0%,−15.1%,19.0%,19.8%,4.3%,19.0%,4.9%,,,,−3.8%,,Yell County, Arkansas
"https://en.wikipedia.org/wiki/Alameda_County,_California",,,,,,,,—,171.5%,159.8%,49.0%,38.7%,89.0%,39.8%,38.0%,8.0%,44.3%,22.7%,18.2%,3.0%,15.7%,12.9%,4.6%,,,,10.7%,,Alameda County, California
"https://en.wikipedia.org/wiki/Alpine_County,_California",,,,,,,,,—,−21.3%,23.7%,−23.7%,−39.3%,−21.4%,−0.8%,34.0%,−25.4%,64.7%,21.9%,126.7%,1.5%,8.5%,−2.7%,,,,−3.9%,,Alpine County, California
"https://en.wikipedia.org/wiki/Amador_County,_California",,,,,,,,—,−12.3%,18.8%,−9.3%,7.7%,−18.3%,−14.2%,9.0%,5.6%,2.0%,9.2%,18.3%,63.4%,55.5%,16.8%,8.5%,,,,4.4%,,Amador County, California
"https://en.wikipedia.org/wiki/Butte_County,_California",,,,,,,—,238.7%,−5.8%,64.2%,−4.2%,−4.6%,59.5%,10.0%,13.5%,25.7%,51.6%,26.3%,24.3%,41.1%,26.6%,11.6%,8.3%,,,,−0.4%,,Butte County, California
"https://en.wikipedia.org/wiki/Calaveras_County,_California",,,,,,,—,−3.5%,−45.4%,2.2%,−2.3%,26.1%,−18.1%,−32.6%,−2.8%,36.8%,20.4%,3.9%,32.0%,52.4%,54.5%,26.7%,12.4%,,,,0.7%,,Calaveras County, California
"https://en.wikipedia.org/wiki/Colusa_County,_California",,,,,,,—,"1,877.4%",171.1%,112.8%,11.6%,−49.7%,5.0%,20.2%,10.4%,−4.6%,19.0%,3.6%,2.9%,2.9%,27.2%,15.5%,13.9%,,,,0.6%,,Colusa County, California
"https://en.wikipedia.org/wiki/Contra_Costa_County,_California",,,,,,,,—,58.8%,48.0%,7.9%,33.5%,75.5%,70.1%,45.9%,27.8%,197.6%,36.8%,36.5%,17.5%,22.4%,18.1%,10.6%,,,,10.0%,,Contra Costa County, California
"https://en.wikipedia.org/wiki/Del_Norte_County,_California",,,,,,,,—,1.5%,27.8%,0.3%,−7.1%,0.4%,14.1%,71.8%,0.1%,70.2%,120.0%,−18.0%,24.9%,28.8%,17.3%,4.0%,,,,−2.8%,,Del Norte County, California
"https://en.wikipedia.org/wiki/El_Dorado_County,_California",,,,,,,—,2.5%,−49.9%,3.6%,−13.6%,−2.7%,−16.6%,−14.2%,29.6%,58.9%,22.5%,81.3%,49.1%,95.8%,46.8%,24.1%,15.8%,,,,6.5%,,El Dorado County, California
"https://en.wikipedia.org/wiki/Fresno_County,_California",,,,,,,,—,37.6%,49.6%,237.9%,18.2%,99.8%,70.2%,12.1%,23.7%,54.9%,32.3%,12.9%,24.6%,29.7%,19.8%,16.4%,,,,,10.0%,Fresno County, California
"https://en.wikipedia.org/wiki/Glenn_County,_California",,,,,,,,,,,,—,39.3%,65.3%,−7.7%,11.5%,26.7%,11.6%,1.6%,21.9%,16.1%,6.7%,6.3%,,,,1.0%,,Glenn County, California
"https://en.wikipedia.org/wiki/Humboldt_County,_California",,,,,,,,—,127.9%,152.6%,51.3%,15.5%,24.9%,10.5%,15.6%,6.0%,51.1%,51.5%,−5.0%,8.8%,9.8%,6.2%,6.4%,,,,0.7%,,Humboldt County, California
"https://en.wikipedia.org/wiki/Imperial_County,_California",,,,,,,,,,,,,—,245.1%,40.2%,−8.5%,9.8%,16.2%,4.8%,25.0%,17.4%,31.2%,21.7%,,,,3.8%,,Imperial County, California
"https://en.wikipedia.org/wiki/Inyo_County,_California",,,,,,,,,—,49.7%,21.0%,23.5%,59.3%,0.8%,−6.8%,16.3%,52.9%,0.2%,33.3%,14.9%,2.2%,−1.8%,3.3%,,,,−2.7%,,Inyo County, California
"https://en.wikipedia.org/wiki/Kern_County,_California",,,,,,,,,—,91.5%,75.1%,68.0%,128.9%,45.4%,50.6%,63.6%,69.0%,27.9%,12.7%,22.5%,34.8%,21.7%,26.9%,,,,7.2%,,Kern County, California
"https://en.wikipedia.org/wiki/Kings_County,_California",,,,,,,,,,,,—,64.4%,35.7%,15.2%,38.5%,33.0%,6.8%,29.3%,14.1%,37.6%,27.6%,18.2%,,,,0.0%,,Kings County, California
"https://en.wikipedia.org/wiki/Lake_County,_California",,,,,,,,,—,122.2%,7.7%,−15.3%,−8.2%,−2.2%,32.7%,12.6%,42.3%,20.1%,41.8%,86.0%,39.2%,15.2%,10.9%,,,,−0.4%,,Lake County, California
"https://en.wikipedia.org/wiki/Lassen_County,_California",,,,,,,,,—,151.7%,26.9%,6.4%,6.5%,77.2%,48.0%,15.0%,27.6%,−26.4%,10.0%,44.8%,27.4%,22.6%,3.2%,,,,−12.4%,,Lassen County, California
"https://en.wikipedia.org/wiki/Los_Angeles_County,_California",,,,,,,—,221.0%,35.1%,118.0%,203.9%,67.9%,196.0%,85.8%,135.8%,26.1%,49.0%,45.5%,16.6%,6.2%,18.5%,7.4%,3.1%,,,,2.2%,,Los Angeles County, California
"https://en.wikipedia.org/wiki/Madera_County,_California",,,,,,,,,,,,—,31.5%,45.8%,40.7%,35.8%,58.5%,9.5%,2.6%,52.0%,39.6%,39.8%,22.5%,,,,4.3%,,Madera County, California
"https://en.wikipedia.org/wiki/Marin_County,_California",,,,,,,—,932.2%,107.0%,64.0%,15.4%,20.1%,59.9%,8.9%,52.3%,27.0%,61.8%,71.5%,40.3%,8.0%,3.4%,7.5%,2.1%,,,,2.5%,,Marin County, California
"https://en.wikipedia.org/wiki/Mariposa_County,_California",,,,,,,—,42.6%,−26.8%,−5.1%,−12.7%,24.6%,−16.2%,−29.9%,16.5%,73.4%,−8.2%,−1.6%,18.8%,84.7%,28.8%,19.8%,6.5%,,,,−5.7%,,Mariposa County, California
"https://en.wikipedia.org/wiki/Mendocino_County,_California",,,,,,,—,"7,112.7%",90.2%,69.6%,37.6%,16.2%,16.9%,0.8%,−2.5%,18.5%,46.6%,25.0%,0.1%,30.6%,20.4%,7.4%,1.8%,,,,−1.2%,,Mendocino County, California
"https://en.wikipedia.org/wiki/Merced_County,_California",,,,,,,,—,146.0%,101.5%,42.9%,14.0%,64.4%,62.3%,49.5%,27.9%,48.5%,29.6%,15.7%,28.6%,32.6%,18.0%,21.5%,,,,8.6%,,Merced County, California
"https://en.wikipedia.org/wiki/Modoc_County,_California",,,,,,,,,,—,13.3%,1.8%,22.0%,−12.4%,48.2%,8.4%,11.1%,−14.2%,−10.1%,15.3%,12.4%,−2.4%,2.5%,,,,−8.7%,,Modoc County, California
"https://en.wikipedia.org/wiki/Mono_County,_California",,,,,,,,,—,"1,644.0%",−73.3%,8.2%,−5.8%,−53.0%,41.7%,69.0%,−8.0%,4.6%,81.5%,113.6%,16.1%,29.1%,10.5%,,,,1.7%,,Mono County, California
"https://en.wikipedia.org/wiki/Monterey_County,_California",,,,,,,—,153.2%,108.4%,14.4%,64.9%,4.0%,24.6%,15.9%,91.9%,36.0%,78.7%,52.0%,26.1%,16.1%,22.5%,13.0%,3.3%,,,,4.6%,,Monterey County, California
"https://en.wikipedia.org/wiki/Napa_County,_California",,,,,,,—,"1,263.2%",29.7%,84.8%,24.0%,0.2%,20.4%,4.4%,10.7%,24.5%,63.5%,41.4%,20.1%,25.3%,11.7%,12.2%,9.8%,,,,0.9%,,Napa County, California
"https://en.wikipedia.org/wiki/Nevada_County,_California",,,,,,,,—,16.3%,8.8%,−16.6%,2.4%,−15.9%,−27.4%,−2.3%,82.0%,3.1%,5.1%,26.0%,96.0%,52.0%,17.2%,7.3%,,,,1.0%,,Nevada County, California
"https://en.wikipedia.org/wiki/Orange_County,_California",,,,,,,,,,,—,44.9%,74.8%,78.2%,93.4%,10.2%,65.4%,225.6%,101.8%,36.1%,24.7%,18.1%,5.8%,,,,5.5%,,Orange County, California
"https://en.wikipedia.org/wiki/Placer_County,_California",,,,,,,,—,−14.4%,25.3%,6.1%,4.5%,15.5%,1.9%,31.7%,14.9%,48.2%,36.9%,35.6%,51.7%,47.4%,43.8%,40.3%,,,,14.3%,,Placer County, California
"https://en.wikipedia.org/wiki/Plumas_County,_California",,,,,,,,—,2.9%,37.7%,−20.2%,−5.6%,12.9%,8.0%,39.3%,45.9%,17.1%,−14.0%,0.7%,48.1%,13.8%,5.5%,−3.9%,,,,−6.0%,,Plumas County, California
"https://en.wikipedia.org/wiki/Riverside_County,_California",,,,,,,,,,,,—,93.9%,45.0%,61.1%,30.2%,61.1%,80.1%,49.9%,44.5%,76.5%,32.0%,41.7%,,,,12.8%,,Riverside County, California
"https://en.wikipedia.org/wiki/Sacramento_County,_California",,,,,,,—,165.7%,11.1%,28.2%,17.3%,13.8%,47.7%,34.2%,56.0%,20.0%,62.7%,81.4%,25.6%,24.1%,32.9%,17.5%,16.0%,,,,9.4%,,Sacramento County, California
"https://en.wikipedia.org/wiki/San_Benito_County,_California",,,,,,,,,,—,14.8%,3.4%,21.2%,11.9%,25.7%,0.7%,26.1%,7.1%,18.4%,37.2%,46.8%,45.1%,3.8%,,,,13.6%,,San Benito County, California
"https://en.wikipedia.org/wiki/San_Bernardino_County,_California",,,,,,,,—,−28.2%,95.2%,227.5%,9.5%,103.0%,29.4%,82.4%,20.3%,74.8%,78.8%,35.8%,30.8%,58.5%,20.5%,19.1%,,,,7.1%,,San Bernardino County, California
"https://en.wikipedia.org/wiki/San_Diego_County,_California",,,,,,,—,441.9%,14.5%,61.9%,336.4%,0.3%,75.7%,82.0%,86.8%,38.0%,92.4%,85.5%,31.4%,37.1%,34.2%,12.6%,10.0%,,,,7.9%,,San Diego County, California
